text,label,topic
"In a statement, the league office confirmed a scheduling change for the playoffs. The update, as part of a routine quarterly update, follows a routine internal process.",1,sports
"In a statement, the studio's publicist clarified a cast addition for the upcoming season. The update, based on a review of public records, follows a routine internal process.",1,entertainment
"In a statement, the World Health Organization announced changes to hospital staffing ratios. The update, pending further review, follows a routine internal process.",1,health
"the Senate Finance Committee confirmed changes to the local permitting process, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, Johns Hopkins researchers released data showing a modest decline in flu cases this season. The update, following a months-long inquiry, follows a routine internal process.",1,health
You won't believe what officials are quietly funneling millions to an unnamed shell company — and mainstream media refuses to cover this.,0,politics
"In a statement, the players' union said in a statement the venue for next season's opener. The update, pending further review, follows a routine internal process.",1,sports
"In a statement, the product team released data showing a new accessibility feature. The update, pending further review, follows a routine internal process.",1,technology
SHOCKING: Insiders reveal a hidden algorithm is rigging the market against ordinary investors — and this changes everything.,0,finance
BREAKING: Leaked documents show engineers discovered the app can control devices without permission — and the truth they buried for years.,0,technology
Doctors are FURIOUS after a hidden algorithm is rigging the market against ordinary investors. This changes EVERYTHING.,0,finance
"SHOCKING: Insiders reveal insiders admit the currency will collapse within days — and wake up, people!!!",0,finance
EXCLUSIVE: Whistleblower claims hospitals are hiding a miracle treatment to protect profits — and forward this to everyone you know.,0,health
EXCLUSIVE: Whistleblower claims officials are hiding proof that the water supply is poisoned. The truth they buried for YEARS.,0,environment
"In a statement, the artist's management outlined a plan to the release date for a documentary. The update, though final numbers have not been confirmed, follows a routine internal process.",1,entertainment
"In a statement, Johns Hopkins researchers clarified a modest decline in flu cases this season. The update, following a months-long inquiry, follows a routine internal process.",1,health
"festival organizers announced ticket sales for the festival, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,entertainment
They don't want you to know that a hidden clause will let the government seize private property overnight. Forward this to everyone you know.,0,politics
"In a statement, the university's robotics lab outlined a plan to quarterly earnings for the cloud division. The update, based on a review of public records, follows a routine internal process.",1,technology
"In a statement, a peer-reviewed study in The Lancet outlined a plan to updated guidance on booster timing. The update, pending further review, follows a routine internal process.",1,health
BREAKING: Leaked documents show a secret vote was held at midnight to strip citizens of basic rights — and this changes everything.,0,politics
"the awards committee released data showing a soundtrack credit correction, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
Doctors are FURIOUS after secret documents reveal the company dumped toxic waste for decades. Mainstream media refuses to cover this.,0,environment
They don't want you to know that a leaked contract proves the show was scripted from the start. Mainstream media refuses to cover this.,0,entertainment
Doctors are FURIOUS after a suppressed study shows the phenomenon was faked in a lab. This changes EVERYTHING.,0,science
You won't believe what insiders reveal the star was secretly replaced months ago — and forward this to everyone you know.,0,entertainment
Secret memo exposes how a leaked lab report shows the vaccine contains untested nanoparticles. Forward this to everyone you know.,0,health
"EXCLUSIVE: Whistleblower claims a leaked contract proves the show was scripted from the start. Wake up, people!!!",0,entertainment
"the studio's publicist clarified a schedule change for the ceremony, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
What the mainstream media is HIDING: a leaked report shows the disaster was covered up for years — and this changes everything.,0,environment
"tournament organizers outlined a plan to a scheduling change for the playoffs, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,sports
Doctors are FURIOUS after a banned substance scandal is being covered up by officials. This changes EVERYTHING.,0,sports
"In a statement, the network confirmed a schedule change for the ceremony. The update, following a months-long inquiry, follows a routine internal process.",1,entertainment
"the state legislature confirmed a new committee assignment, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,politics
BREAKING: Leaked documents show secret documents reveal the company dumped toxic waste for decades — and the truth they buried for years.,0,environment
"SHOCKING: Insiders reveal secret documents reveal the company dumped toxic waste for decades — and wake up, people!!!",0,environment
"EXCLUSIVE: Whistleblower claims secret documents reveal the company dumped toxic waste for decades. Wake up, people!!!",0,environment
BREAKING: Leaked documents show a banned substance scandal is being covered up by officials. This changes EVERYTHING.,0,sports
"In a statement, Johns Hopkins researchers reported changes to hospital staffing ratios. The update, based on a review of public records, follows a routine internal process.",1,health
"In a statement, tournament organizers published findings indicating a scheduling change for the playoffs. The update, based on a review of public records, follows a routine internal process.",1,sports
"In a statement, the exchange's regulators announced an upward revision to GDP estimates. The update, based on a review of public records, follows a routine internal process.",1,finance
"the league office confirmed a review of instant-replay procedures, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the open-source maintainers confirmed quarterly earnings for the cloud division. The update, according to figures released Tuesday, follows a routine internal process.",1,technology
You won't believe what a common vitamin cures the disease doctors don't want you curing. The truth they buried for YEARS.,0,health
EXCLUSIVE: Whistleblower claims a banned substance scandal is being covered up by officials — and this changes everything.,0,sports
"state environmental regulators released data showing a seasonal update on reservoir levels, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,environment
"In a statement, state environmental regulators released data showing a new permit for a recycling facility. The update, as part of a routine quarterly update, follows a routine internal process.",1,environment
"Doctors are FURIOUS after a leaked lab report shows the vaccine contains untested nanoparticles — and wake up, people!!!",0,health
Secret memo exposes how leaked data reveals the entire field has been covering up the truth. This changes EVERYTHING.,0,science
"In a statement, market analysts outlined a plan to a routine audit of municipal bonds. The update, following a months-long inquiry, follows a routine internal process.",1,finance
"the Senate Finance Committee published findings indicating revisions to the zoning code, pending further review. Officials said further details would be shared once the review is complete.",1,politics
They don't want you to know that a suppressed study shows the phenomenon was faked in a lab — and share before this gets deleted!!!,0,science
What the mainstream media is HIDING: a secret vote was held at midnight to strip citizens of basic rights — and the truth they buried for years.,0,politics
Secret memo exposes how a hidden algorithm is rigging the market against ordinary investors. Forward this to everyone you know.,0,finance
"climate researchers outlined a plan to a fossil found during routine excavation, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,science
"the standards committee outlined a plan to a new accessibility feature, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
SHOCKING: Insiders reveal officials are hiding proof that the water supply is poisoned — and the truth they buried for years.,0,environment
EXCLUSIVE: Whistleblower claims a leaked contract proves the show was scripted from the start — and this changes everything.,0,entertainment
"In a statement, market analysts confirmed a routine audit of municipal bonds. The update, though final numbers have not been confirmed, follows a routine internal process.",1,finance
"the network outlined a plan to a soundtrack credit correction, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,entertainment
BREAKING: Leaked documents show banks are secretly planning to freeze all accounts next week — and this changes everything.,0,finance
SHOCKING: Insiders reveal a hidden algorithm is rigging the market against ordinary investors — and mainstream media refuses to cover this.,0,finance
They don't want you to know that a secret vote was held at midnight to strip citizens of basic rights — and mainstream media refuses to cover this.,0,politics
You won't believe what a common vitamin cures the disease doctors don't want you curing — and share before this gets deleted!!!,0,health
Secret memo exposes how banks are secretly planning to freeze all accounts next week. The truth they buried for YEARS.,0,finance
They don't want you to know that officials are hiding proof that the water supply is poisoned — and share before this gets deleted!!!,0,environment
Secret memo exposes how your phone is secretly recording every word you say and selling it. Share before this gets DELETED!!!,0,technology
SHOCKING: Insiders reveal a leaked lab report shows the vaccine contains untested nanoparticles — and the truth they buried for years.,0,health
"the athletic commission released data showing a minor rule clarification, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,sports
They don't want you to know that a banned substance scandal is being covered up by officials. Mainstream media refuses to cover this.,0,sports
"the product team outlined a plan to a security patch for a widely used library, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,technology
What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight — and forward this to everyone you know.,0,politics
What the mainstream media is HIDING: secret documents reveal the company dumped toxic waste for decades — and mainstream media refuses to cover this.,0,environment
"the Senate Finance Committee clarified the timeline for the infrastructure bill, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
SHOCKING: Insiders reveal engineers discovered the app can control devices without permission. This changes EVERYTHING.,0,technology
"In a statement, the league office published findings indicating a minor rule clarification. The update, as part of a routine quarterly update, follows a routine internal process.",1,sports
Doctors are FURIOUS after officials are hiding proof that the water supply is poisoned. Forward this to everyone you know.,0,environment
"the standards committee reported an update to the app's privacy settings, based on a review of public records. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, the artist's management released data showing the release date for a documentary. The update, pending further review, follows a routine internal process.",1,entertainment
"market analysts released data showing a routine audit of municipal bonds, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,finance
"NASA's science directorate released data showing a fossil found during routine excavation, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,science
You won't believe what officials are hiding proof that the water supply is poisoned — and the truth they buried for years.,0,environment
"the European Parliament reported changes to the local permitting process, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
"the exchange's regulators said in a statement an update to lending standards, pending further review. Officials said further details would be shared once the review is complete.",1,finance
"a team at the national observatory confirmed a new measurement of a distant galaxy's rotation, based on a review of public records. Officials said further details would be shared once the review is complete.",1,science
"the FDA outlined a plan to a new study on sleep and memory, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,health
"Johns Hopkins researchers said in a statement changes to hospital staffing ratios, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,health
"the forestry service confirmed an update to the drought monitor, pending further review. Officials said further details would be shared once the review is complete.",1,environment
"In a statement, the athletic commission published findings indicating the venue for next season's opener. The update, though final numbers have not been confirmed, follows a routine internal process.",1,sports
"They don't want you to know that players were secretly paid to throw the final match — and wake up, people!!!",0,sports
"the water management board said in a statement a seasonal update on reservoir levels, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,environment
You won't believe what a leaked contract proves the show was scripted from the start. The truth they buried for YEARS.,0,entertainment
Doctors are FURIOUS after insiders reveal the star was secretly replaced months ago. Share before this gets DELETED!!!,0,entertainment
"the open-source maintainers outlined a plan to a new accessibility feature, pending further review. Officials said further details would be shared once the review is complete.",1,technology
Doctors are FURIOUS after a leaked contract proves the show was scripted from the start — and mainstream media refuses to cover this.,0,entertainment
Secret memo exposes how scientists secretly proved the theory is a complete hoax — and mainstream media refuses to cover this.,0,science
"a team at the national observatory released data showing a small increase in regional rainfall, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,science
SHOCKING: Insiders reveal insiders admit the currency will collapse within days. Share before this gets DELETED!!!,0,finance
"In a statement, the Department of Labor released data showing a new committee assignment. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
Secret memo exposes how banks are secretly planning to freeze all accounts next week — and mainstream media refuses to cover this.,0,finance
"In a statement, the production company announced the release date for a documentary. The update, as part of a routine quarterly update, follows a routine internal process.",1,entertainment
"SHOCKING: Insiders reveal officials are quietly funneling millions to an unnamed shell company — and wake up, people!!!",0,politics
"the university's robotics lab outlined a plan to a new accessibility feature, based on a review of public records. Officials said further details would be shared once the review is complete.",1,technology
"What the mainstream media is HIDING: banks are secretly planning to freeze all accounts next week. Wake up, people!!!",0,finance
Secret memo exposes how a leaked report shows the disaster was covered up for years — and forward this to everyone you know.,0,environment
"In a statement, the stadium authority released data showing a scheduling change for the playoffs. The update, according to figures released Tuesday, follows a routine internal process.",1,sports
"In a statement, the European Parliament reported a new committee assignment. The update, though final numbers have not been confirmed, follows a routine internal process.",1,politics
"the studio's publicist reported a cast addition for the upcoming season, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, marine biologists published findings indicating a refinement to an existing climate model. The update, based on a review of public records, follows a routine internal process.",1,science
"In a statement, the treasury department reported an upward revision to GDP estimates. The update, though final numbers have not been confirmed, follows a routine internal process.",1,finance
"In a statement, the Department of Labor published findings indicating the timeline for the infrastructure bill. The update, though final numbers have not been confirmed, follows a routine internal process.",1,politics
"They don't want you to know that a secret vote was held at midnight to strip citizens of basic rights — and wake up, people!!!",0,politics
Secret memo exposes how leaked data reveals the entire field has been covering up the truth — and this changes everything.,0,science
SHOCKING: Insiders reveal engineers discovered the app can control devices without permission. Forward this to everyone you know.,0,technology
"In a statement, the forestry service announced a new permit for a recycling facility. The update, following a months-long inquiry, follows a routine internal process.",1,environment
"the water management board confirmed a habitat restoration project's first-year results, based on a review of public records. Officials said further details would be shared once the review is complete.",1,environment
Doctors are FURIOUS after leaked data reveals the entire field has been covering up the truth — and mainstream media refuses to cover this.,0,science
What the mainstream media is HIDING: secret documents reveal the company dumped toxic waste for decades — and share before this gets deleted!!!,0,environment
They don't want you to know that a secret vote was held at midnight to strip citizens of basic rights. This changes EVERYTHING.,0,politics
SHOCKING: Insiders reveal a hidden clause will let the government seize private property overnight — and forward this to everyone you know.,0,politics
"local hospital administrators said in a statement a trial testing a generic blood pressure drug, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,health
What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight — and share before this gets deleted!!!,0,politics
"Secret memo exposes how a secret vote was held at midnight to strip citizens of basic rights. Wake up, people!!!",0,politics
"the wildlife agency outlined a plan to an update to the drought monitor, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
What the mainstream media is HIDING: officials are quietly funneling millions to an unnamed shell company. Forward this to everyone you know.,0,politics
"the players' union announced a minor rule clarification, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the state legislature reported a proposed increase in the municipal budget. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
"the university's robotics lab reported a new accessibility feature, based on a review of public records. Officials said further details would be shared once the review is complete.",1,technology
"They don't want you to know that the championship was secretly fixed by league executives. Wake up, people!!!",0,sports
"In a statement, the awards committee clarified a cast addition for the upcoming season. The update, pending further review, follows a routine internal process.",1,entertainment
"In a statement, a team at the national observatory said in a statement a newly catalogued asteroid. The update, according to figures released Tuesday, follows a routine internal process.",1,science
BREAKING: Leaked documents show officials are quietly funneling millions to an unnamed shell company — and mainstream media refuses to cover this.,0,politics
Doctors are FURIOUS after insiders admit the currency will collapse within days — and mainstream media refuses to cover this.,0,finance
"EXCLUSIVE: Whistleblower claims officials are hiding proof that the water supply is poisoned — and wake up, people!!!",0,environment
They don't want you to know that a leaked contract proves the show was scripted from the start — and share before this gets deleted!!!,0,entertainment
Secret memo exposes how a leaked report shows the disaster was covered up for years — and mainstream media refuses to cover this.,0,environment
"state environmental regulators clarified a habitat restoration project's first-year results, based on a review of public records. Officials said further details would be shared once the review is complete.",1,environment
SHOCKING: Insiders reveal a hidden switch lets the company shut down your device remotely. Forward this to everyone you know.,0,technology
Doctors are FURIOUS after insiders reveal the star was secretly replaced months ago — and share before this gets deleted!!!,0,entertainment
"the water management board reported an update to the drought monitor, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,environment
"the city council published findings indicating the timeline for the infrastructure bill, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
What the mainstream media is HIDING: a leaked report shows the disaster was covered up for years — and share before this gets deleted!!!,0,environment
"In a statement, a university physics department outlined a plan to a new measurement of a distant galaxy's rotation. The update, though final numbers have not been confirmed, follows a routine internal process.",1,science
"In a statement, the Department of Labor announced a proposed increase in the municipal budget. The update, following a months-long inquiry, follows a routine internal process.",1,politics
"In a statement, a peer-reviewed study in The Lancet clarified updated guidance on booster timing. The update, though final numbers have not been confirmed, follows a routine internal process.",1,health
What the mainstream media is HIDING: a hidden switch lets the company shut down your device remotely. Mainstream media refuses to cover this.,0,technology
Doctors are FURIOUS after leaked data reveals the entire field has been covering up the truth — and forward this to everyone you know.,0,science
"tournament organizers outlined a plan to a scheduling change for the playoffs, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,sports
BREAKING: Leaked documents show officials are hiding proof that the water supply is poisoned — and the truth they buried for years.,0,environment
"the stadium authority announced a minor rule clarification, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the FDA confirmed a modest decline in flu cases this season. The update, though final numbers have not been confirmed, follows a routine internal process.",1,health
"In a statement, the studio's publicist announced a schedule change for the ceremony. The update, according to figures released Tuesday, follows a routine internal process.",1,entertainment
Secret memo exposes how banks are secretly planning to freeze all accounts next week — and forward this to everyone you know.,0,finance
"the stadium authority clarified the venue for next season's opener, based on a review of public records. Officials said further details would be shared once the review is complete.",1,sports
What the mainstream media is HIDING: players were secretly paid to throw the final match. Forward this to everyone you know.,0,sports
"the players' union released data showing the venue for next season's opener, based on a review of public records. Officials said further details would be shared once the review is complete.",1,sports
You won't believe what the championship was secretly fixed by league executives — and forward this to everyone you know.,0,sports
You won't believe what a leaked contract proves the show was scripted from the start — and the truth they buried for years.,0,entertainment
"the coastal authority said in a statement an update to the drought monitor, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,environment
Doctors are FURIOUS after officials are quietly funneling millions to an unnamed shell company — and forward this to everyone you know.,0,politics
"In a statement, the exchange's regulators said in a statement a routine audit of municipal bonds. The update, following a months-long inquiry, follows a routine internal process.",1,finance
EXCLUSIVE: Whistleblower claims insiders reveal the star was secretly replaced months ago. Share before this gets DELETED!!!,0,entertainment
SHOCKING: Insiders reveal a banned substance scandal is being covered up by officials — and the truth they buried for years.,0,sports
"In a statement, the mayor's office outlined a plan to changes to the local permitting process. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
Secret memo exposes how officials are quietly funneling millions to an unnamed shell company — and mainstream media refuses to cover this.,0,politics
"In a statement, a university physics department confirmed a fossil found during routine excavation. The update, pending further review, follows a routine internal process.",1,science
"What the mainstream media is HIDING: a suppressed study shows the phenomenon was faked in a lab — and wake up, people!!!",0,science
"In a statement, Johns Hopkins researchers published findings indicating a modest decline in flu cases this season. The update, though final numbers have not been confirmed, follows a routine internal process.",1,health
"the athletic commission outlined a plan to a minor rule clarification, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the stadium authority published findings indicating a review of instant-replay procedures. The update, following a months-long inquiry, follows a routine internal process.",1,sports
"In a statement, the Department of Labor said in a statement a new committee assignment. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
"independent security researchers published findings indicating a new accessibility feature, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,technology
"What the mainstream media is HIDING: secret documents reveal the company dumped toxic waste for decades — and wake up, people!!!",0,environment
Doctors are FURIOUS after a common vitamin cures the disease doctors don't want you curing. Forward this to everyone you know.,0,health
"a university physics department outlined a plan to a newly catalogued asteroid, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,science
"a team at the national observatory reported a refinement to an existing climate model, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,science
What the mainstream media is HIDING: a leaked contract proves the show was scripted from the start. The truth they buried for YEARS.,0,entertainment
"Secret memo exposes how insiders admit the currency will collapse within days. Wake up, people!!!",0,finance
EXCLUSIVE: Whistleblower claims secret documents reveal the company dumped toxic waste for decades — and the truth they buried for years.,0,environment
"What the mainstream media is HIDING: insiders admit the currency will collapse within days. Wake up, people!!!",0,finance
What the mainstream media is HIDING: a leaked lab report shows the vaccine contains untested nanoparticles — and share before this gets deleted!!!,0,health
"the FDA confirmed a modest decline in flu cases this season, pending further review. Officials said further details would be shared once the review is complete.",1,health
"In a statement, the state legislature released data showing a new committee assignment. The update, though final numbers have not been confirmed, follows a routine internal process.",1,politics
"the FDA reported updated guidance on booster timing, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,health
"In a statement, the city council published findings indicating a proposed increase in the municipal budget. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
"EXCLUSIVE: Whistleblower claims a banned substance scandal is being covered up by officials. Wake up, people!!!",0,sports
BREAKING: Leaked documents show insiders reveal the star was secretly replaced months ago — and share before this gets deleted!!!,0,entertainment
"In a statement, the European Parliament released data showing revisions to the zoning code. The update, following a months-long inquiry, follows a routine internal process.",1,politics
"In a statement, the product team announced quarterly earnings for the cloud division. The update, as part of a routine quarterly update, follows a routine internal process.",1,technology
BREAKING: Leaked documents show your phone is secretly recording every word you say and selling it. This changes EVERYTHING.,0,technology
Doctors are FURIOUS after a leaked contract proves the show was scripted from the start. The truth they buried for YEARS.,0,entertainment
"the ratings agency said in a statement a routine audit of municipal bonds, pending further review. Officials said further details would be shared once the review is complete.",1,finance
BREAKING: Leaked documents show a secret vote was held at midnight to strip citizens of basic rights. Mainstream media refuses to cover this.,0,politics
SHOCKING: Insiders reveal hospitals are hiding a miracle treatment to protect profits — and this changes everything.,0,health
"the athletic commission clarified a scheduling change for the playoffs, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the players' union outlined a plan to a roster move ahead of the deadline. The update, following a months-long inquiry, follows a routine internal process.",1,sports
"tournament organizers published findings indicating a minor rule clarification, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,sports
EXCLUSIVE: Whistleblower claims scientists secretly proved the theory is a complete hoax — and this changes everything.,0,science
Doctors are FURIOUS after a suppressed study shows the phenomenon was faked in a lab. The truth they buried for YEARS.,0,science
Secret memo exposes how the championship was secretly fixed by league executives — and forward this to everyone you know.,0,sports
"In a statement, the players' union said in a statement a minor rule clarification. The update, as part of a routine quarterly update, follows a routine internal process.",1,sports
"In a statement, the CDC released data showing a modest decline in flu cases this season. The update, pending further review, follows a routine internal process.",1,health
Doctors are FURIOUS after scientists secretly proved the theory is a complete hoax — and forward this to everyone you know.,0,science
You won't believe what a leaked lab report shows the vaccine contains untested nanoparticles — and the truth they buried for years.,0,health
"In a statement, independent security researchers released data showing a delay in the chip's production timeline. The update, pending further review, follows a routine internal process.",1,technology
"In a statement, marine biologists reported a small increase in regional rainfall. The update, based on a review of public records, follows a routine internal process.",1,science
BREAKING: Leaked documents show engineers discovered the app can control devices without permission — and mainstream media refuses to cover this.,0,technology
What the mainstream media is HIDING: officials are hiding proof that the water supply is poisoned — and this changes everything.,0,environment
"the treasury department released data showing a modest rise in consumer confidence, based on a review of public records. Officials said further details would be shared once the review is complete.",1,finance
"BREAKING: Leaked documents show engineers discovered the app can control devices without permission — and wake up, people!!!",0,technology
Secret memo exposes how a leaked contract proves the show was scripted from the start. This changes EVERYTHING.,0,entertainment
EXCLUSIVE: Whistleblower claims insiders admit the currency will collapse within days — and forward this to everyone you know.,0,finance
"In a statement, the stadium authority said in a statement a roster move ahead of the deadline. The update, following a months-long inquiry, follows a routine internal process.",1,sports
They don't want you to know that engineers discovered the app can control devices without permission. Forward this to everyone you know.,0,technology
Secret memo exposes how a banned substance scandal is being covered up by officials. Share before this gets DELETED!!!,0,sports
"state environmental regulators outlined a plan to a new permit for a recycling facility, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
"the European Parliament clarified revisions to the zoning code, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,politics
"the Department of Labor released data showing a new committee assignment, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
You won't believe what banks are secretly planning to freeze all accounts next week. The truth they buried for YEARS.,0,finance
"Johns Hopkins researchers outlined a plan to a new study on sleep and memory, based on a review of public records. Officials said further details would be shared once the review is complete.",1,health
EXCLUSIVE: Whistleblower claims a hidden switch lets the company shut down your device remotely — and the truth they buried for years.,0,technology
"the awards committee published findings indicating a soundtrack credit correction, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
BREAKING: Leaked documents show a suppressed study shows the phenomenon was faked in a lab. This changes EVERYTHING.,0,science
"In a statement, the artist's management reported ticket sales for the festival. The update, as part of a routine quarterly update, follows a routine internal process.",1,entertainment
EXCLUSIVE: Whistleblower claims scientists secretly proved the theory is a complete hoax. This changes EVERYTHING.,0,science
"the network said in a statement a soundtrack credit correction, based on a review of public records. Officials said further details would be shared once the review is complete.",1,entertainment
What the mainstream media is HIDING: a leaked lab report shows the vaccine contains untested nanoparticles. This changes EVERYTHING.,0,health
"the ratings agency confirmed an upward revision to GDP estimates, based on a review of public records. Officials said further details would be shared once the review is complete.",1,finance
"In a statement, the coastal authority confirmed a habitat restoration project's first-year results. The update, following a months-long inquiry, follows a routine internal process.",1,environment
EXCLUSIVE: Whistleblower claims secret documents reveal the company dumped toxic waste for decades — and share before this gets deleted!!!,0,environment
"In a statement, market analysts clarified a modest rise in consumer confidence. The update, based on a review of public records, follows a routine internal process.",1,finance
"In a statement, the awards committee outlined a plan to ticket sales for the festival. The update, as part of a routine quarterly update, follows a routine internal process.",1,entertainment
"In a statement, conservation researchers announced an update to the drought monitor. The update, as part of a routine quarterly update, follows a routine internal process.",1,environment
"the players' union confirmed a minor rule clarification, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,sports
Secret memo exposes how a secret vote was held at midnight to strip citizens of basic rights. Mainstream media refuses to cover this.,0,politics
"the CDC released data showing a new study on sleep and memory, based on a review of public records. Officials said further details would be shared once the review is complete.",1,health
Doctors are FURIOUS after banks are secretly planning to freeze all accounts next week — and this changes everything.,0,finance
"the forestry service clarified a new permit for a recycling facility, pending further review. Officials said further details would be shared once the review is complete.",1,environment
"the artist's management published findings indicating a cast addition for the upcoming season, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, the team's coaching staff published findings indicating the venue for next season's opener. The update, based on a review of public records, follows a routine internal process.",1,sports
"the players' union released data showing a roster move ahead of the deadline, pending further review. Officials said further details would be shared once the review is complete.",1,sports
What the mainstream media is HIDING: banks are secretly planning to freeze all accounts next week. Share before this gets DELETED!!!,0,finance
They don't want you to know that a hidden algorithm is rigging the market against ordinary investors. Mainstream media refuses to cover this.,0,finance
They don't want you to know that insiders admit the currency will collapse within days. The truth they buried for YEARS.,0,finance
"What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight. Wake up, people!!!",0,politics
SHOCKING: Insiders reveal leaked data reveals the entire field has been covering up the truth — and share before this gets deleted!!!,0,science
"EXCLUSIVE: Whistleblower claims insiders reveal the star was secretly replaced months ago — and wake up, people!!!",0,entertainment
"In a statement, the wildlife agency clarified a habitat restoration project's first-year results. The update, following a months-long inquiry, follows a routine internal process.",1,environment
"In a statement, the forestry service said in a statement an update to the drought monitor. The update, pending further review, follows a routine internal process.",1,environment
EXCLUSIVE: Whistleblower claims engineers discovered the app can control devices without permission — and mainstream media refuses to cover this.,0,technology
"In a statement, a university physics department published findings indicating a refinement to an existing climate model. The update, as part of a routine quarterly update, follows a routine internal process.",1,science
SHOCKING: Insiders reveal a suppressed study shows the phenomenon was faked in a lab — and this changes everything.,0,science
"In a statement, the network announced a cast addition for the upcoming season. The update, as part of a routine quarterly update, follows a routine internal process.",1,entertainment
Doctors are FURIOUS after a leaked report shows the disaster was covered up for years — and the truth they buried for years.,0,environment
"In a statement, the Department of Labor released data showing a new committee assignment. The update, though final numbers have not been confirmed, follows a routine internal process.",1,politics
What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight — and this changes everything.,0,politics
"In a statement, the mayor's office published findings indicating revisions to the zoning code. The update, as part of a routine quarterly update, follows a routine internal process.",1,politics
"the open-source maintainers released data showing a delay in the chip's production timeline, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,technology
"EXCLUSIVE: Whistleblower claims a secret vote was held at midnight to strip citizens of basic rights. Wake up, people!!!",0,politics
"In a statement, the pension fund's trustees reported an upward revision to GDP estimates. The update, pending further review, follows a routine internal process.",1,finance
EXCLUSIVE: Whistleblower claims officials are hiding proof that the water supply is poisoned. Forward this to everyone you know.,0,environment
"In a statement, the Department of Labor clarified a proposed increase in the municipal budget. The update, based on a review of public records, follows a routine internal process.",1,politics
"In a statement, the open-source maintainers clarified an update to the app's privacy settings. The update, following a months-long inquiry, follows a routine internal process.",1,technology
"NASA's science directorate released data showing a new measurement of a distant galaxy's rotation, based on a review of public records. Officials said further details would be shared once the review is complete.",1,science
"NASA's science directorate published findings indicating a newly catalogued asteroid, pending further review. Officials said further details would be shared once the review is complete.",1,science
They don't want you to know that the championship was secretly fixed by league executives. The truth they buried for YEARS.,0,sports
